id,title,current_price,original_price,discount_text,image_url,unit_size,category,url,scrape_date,store
202260,Miras Gekookte wite bonen,"€0,00","€1,85",,https://static.ah.nl/dam/product/AHI_4354523130313332343434?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/202260,2025-03-06,Albert Heijn
569600,AH Komkommerblokjes pittig,"€0,00","€1,59",,https://static.ah.nl/dam/product/AHI_4354523130303233373032?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/569600,2025-03-06,Albert Heijn
426531,Sera Gevulde wijnbladeren,"€0,00","€2,99",,https://static.ah.nl/dam/product/AHI_43545239393534333135?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/426531,2025-03-06,Albert Heijn
441007,Smaakt Lupinebonen 340g - bio,"€0,00","€2,59",,https://static.ah.nl/dam/product/AHI_4354523130313334323131?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/441007,2025-03-06,Albert Heijn
583753,AH Terra Gesneden Dahl Verspakket,"€0,00","€8,58",,https://static.ah.nl/dam/product/AHI_4354523130313135373539?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/583753,2025-03-06,Albert Heijn
216297,Kühne Kleine augurken zoet,"€0,00","€2,59",,https://static.ah.nl/dam/product/AHI_43545239373136383934?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/216297,2025-03-06,Albert Heijn
568302,AH Curry Madras Verspakket,"€0,00","€12,37",,https://static.ah.nl/dam/product/AHI_4354523130313538373032?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/568302,2025-03-06,Albert Heijn
573894,AH Gesneden Bami Verspakket,"€0,00","€12,27",,https://static.ah.nl/dam/product/AHI_4354523130303632303939?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/573894,2025-03-06,Albert Heijn
583789,AH Gesneden Snelle Stampot Verspakket,"€0,00","€12,93",,https://static.ah.nl/dam/product/AHI_4354523130313135373632?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/583789,2025-03-06,Albert Heijn
106245,Carbonell Knoflookteentjes,"€0,00","€1,79",,https://static.ah.nl/dam/product/AHI_43545239383838303236?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/106245,2025-03-06,Albert Heijn
161399,AH Rode kool met appel,"€0,00","€0,49",,https://static.ah.nl/dam/product/AHI_43545239383438363135?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/161399,2025-03-06,Albert Heijn
541732,AH Vega champignonsoep verspakket,"€0,00","€7,39",,https://static.ah.nl/dam/product/AHI_4354523130303439383433?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/541732,2025-03-06,Albert Heijn
564242,AH Cajun kip verspakket,"€0,00","€5,89",,https://static.ah.nl/dam/product/AHI_43545239393338343734?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/564242,2025-03-06,Albert Heijn
202199,Hak Witte bonen,"€0,00","€3,29",,https://static.ah.nl/dam/product/AHI_43545239393036333932?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/202199,2025-03-06,Albert Heijn
362004,Sera Geroosterde Aubergine (roasted eggplant),"€0,00","€2,29",,https://static.ah.nl/dam/product/AHI_4354523130313239393330?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/362004,2025-03-06,Albert Heijn
583756,AH Italiaanse Pasta Pesto Verspakket,"€0,00","€15,71",,https://static.ah.nl/dam/product/AHI_4354523130313135373530?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/583756,2025-03-06,Albert Heijn
198416,Valle del sole Zwarte oogbonen,"€0,00","€2,75",,https://static.ah.nl/dam/product/AHI_4354523130303637373838?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary,,,https://www.ah.nl/producten/product/198416,2025-03-06,Albert Heijn
